SMILES,ERed
CCCCc1c(NC)c(NCC(C)C)c(C)c2nsnc12,1.32
CCCCNc1c(NC)c(OCC)c2nsnc2c1C,1.5
CCCCNc1c(NC)c(NC)c2nsnc2c1C,1.36
CNc1c(NC)c(C(C)C)c2nsnc2c1OC,1.43
CCCCNc1c(NC)c(OCC)c2nsnc2c1NC,1.44
CCC(C)Nc1c(NC)c(NC)c(C(C)C)c2nsnc12,1.39
CCCCNc1c(NC)c(C)c2nsnc2c1CC,1.31
CCCCNc1c(NC)c(NCC)c2nsnc2c1NC,1.4
CCNc1c(NCC(C)C)c(C)c2nsnc2c1C,1.42
CCOc1c(NC)c(NCC(C)C)c(OC)c2nsnc12,1.42
CCCCNc1c(NCC)c(OC)c2nsnc2c1C,1.35
CCCNc1c(NCC(C)C)c(OC)c2nsnc2c1NC,1.39
CCCCNc1c(NC)c(CC)c2nsnc2c1OC(C)C,1.41
COc1c(NC(C)C)c(NC(C)C)c(C)c2nsnc12,1.4
CCCOc1c(NC)c(NCC)c(CCC)c2nsnc12,1.42
CCNc1c(NCC)c(OC)c2nsnc2c1CC(C)C,1.39
CCNc1c(NC)c(C(C)C)c2nsnc2c1NC,1.36
CCCCc1c(NC)c(NC)c(CC)c2nsnc12,1.34
CCCCNc1c(NCC)c(OC)c2nsnc2c1OC,1.42
CCNc1c(NC)c(OC)c2nsnc2c1OC,1.45
CCNc1c(NC)c(OC)c2nsnc2c1CC(C)C,1.31
CCNc1c(NC)c(C)c2nsnc2c1NC,1.34
CCC(C)Nc1c(NC)c(C)c2nsnc2c1NC,1.34
CCCc1c(NC(C)CC)c(NC)c(NC)c2nsnc12,1.43
CNc1c(NC(C)C)c(C(C)C)c2nsnc2c1OC,1.35
CCCCNc1c(NC)c(OC)c2nsnc2c1NC,1.43
CCCCNc1c(NC)c(C)c2nsnc2c1OC,1.4
CCCCNc1c(NC)c(C)c2nsnc2c1C,1.45
CCCNc1c(NC(C)CC)c(NC)c(C)c2nsnc12,1.4
CCCCc1c(NC)c(NC(C)CC)c(C)c2nsnc12,1.3
CCCNc1c(NCC)c(NC)c2nsnc2c1C,1.28
CCCCOc1c(NC)c(NC)c(OCC)c2nsnc12,1.56
CCNc1c(NC)c(NC)c(OCC(C)C)c2nsnc12,1.44
CCCNc1c(NCC)c(C)c2nsnc2c1NC,1.34
CNc1c(NC(C)C)c(NC)c2nsnc2c1NC(C)C,1.36
CCNc1c(NC)c(OC)c2nsnc2c1NC,1.37
CCCNc1c(NC)c(C)c2nsnc2c1NCC(C)C,1.34
CCCCOc1c(NC)c(NCC)c(OC)c2nsnc12,1.42
CNc1c(NC)c(C(C)C)c2nsnc2c1C(C)C,1.41
CCCNc1c(NC)c(OC(C)CC)c2nsnc2c1NC,1.34
CCCNc1c(NC)c(OCC)c2nsnc2c1OC,1.37
CCOc1c(NC(C)C)c(NC)c(C)c2nsnc12,1.49
CCNc1c(NCC(C)C)c(OCC)c2nsnc2c1C,1.37
CCC(C)Nc1c(NC)c(C)c2nsnc2c1C(C)C,1.42
CCNc1c(NCC)c(OC(C)C)c2nsnc2c1OC,1.41
CCCNc1c(NC)c(NCC)c(NC)c2nsnc12,1.37
CCOc1c(NC)c(NC)c(OCC(C)C)c2nsnc12,1.42
CCNc1c(NC)c(NC)c2nsnc2c1OCC,1.41
CCNc1c(NC)c(C)c2nsnc2c1OC,1.37
CNc1c(NC)c(OC)c2nsnc2c1OC,1.56
CCCNc1c(NC)c(NCC)c2nsnc2c1NC,1.35
CCCNc1c(NC)c(NCC(C)C)c(NC)c2nsnc12,1.39
CCOc1c(NCC(C)C)c(NC)c(C)c2nsnc12,1.39
CCCc1c(NCC)c(NCC)c(OC)c2nsnc12,1.55
CCCOc1c(NCC)c(NC)c(C(C)C)c2nsnc12,1.38
CCNc1c(NC)c(NC(C)CC)c2nsnc2c1OC,1.39
CCCCNc1c(NCC)c(C)c2nsnc2c1OC,1.42
CCOc1c(NC)c(NC)c(C)c2nsnc12,1.41
CNc1c(NC)c(OC)c2nsnc2c1NC,1.42
CCC(C)Nc1c(NC)c(C)c2nsnc2c1OC(C)C,1.35
CCCc1c(NC)c(NCC)c(CC)c2nsnc12,1.41
CCCc1c(NC)c(NCC)c(OC)c2nsnc12,1.46
CCCCc1c(NC)c(NC)c(OC(C)C)c2nsnc12,1.39
CCCCc1c(NC)c(NC)c(OCC)c2nsnc12,1.36
CCNc1c(NC(C)C)c(C)c2nsnc2c1C,1.4
CCCCc1c(NC)c(NC)c(C)c2nsnc12,1.34
CNc1c(NC)c(OC(C)C)c2nsnc2c1NC,1.42
CCNc1c(NCC)c(C)c2nsnc2c1C,1.37
CCCNc1c(NCC)c(CC)c2nsnc2c1OC,1.43
CCCCNc1c(NCCC)c(OC)c2nsnc2c1C,1.38
CNc1c(NC)c(C(C)C)c2nsnc2c1OCC(C)C,1.39
CCc1c(NC(C)C)c(NC)c(OC(C)CC)c2nsnc12,1.4
CCc1c(NC(C)C)c(NC)c(NC)c2nsnc12,1.43
CCNc1c(NC)c(NC)c2nsnc2c1C,1.37
CNc1c(NC)c(NC)c2nsnc2c1NC,1.38
CCCc1c(NC(C)C)c(NC)c(OC)c2nsnc12,1.35
CCNc1c(NC)c(NCC)c2nsnc2c1OC,1.36
CCNc1c(NC)c(NC)c2nsnc2c1NCC,1.39
CCCOc1c(NCC)c(NC)c(NC)c2nsnc12,1.39
CNc1c(NC(C)C)c(OC)c2nsnc2c1NC,1.49
CCNc1c(NCC)c(NC)c2nsnc2c1CC,1.36
CCNc1c(NC)c(NC)c2nsnc2c1CC,1.4
CCN(C)c1c(N(C)C)c(OC)c2nsnc2c1OC,1.45
CCCCN(C)c1c(N(C)C)c(C)c2nsnc2c1OCC,1.45
CCCOc1c(N(C)C)c(N(C)C)c(CC)c2nsnc12,1.57
CCCN(C)c1c(N(C)CC(C)C)c(C)c2nsnc2c1C,1.46
CCN(C)c1c(N(C)C)c(OC)c2nsnc2c1CC(C)C,1.56
CCCON(C)c1c(N(C)C)c(C)c2nsnc2c1C,1.45
CCCN(C)c1c(N(C)OC)c(C)c2nsnc2c1C,1.58
CCC(C)Oc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.37
CCc1c(N(C)OC)c(N(C)C)c(OC)c2nsnc12,1.52
CCN(C)c1c(N(CC)C(C)C)c(OC)c2nsnc2c1C,1.52
CCc1c(N(C)CC)c(N(C)OC)c(OC)c2nsnc12,1.59
CCc1c(N(C)CC)c(N(CC)OC)c(C)c2nsnc12,1.48
CCOc1c(N(C)CC)c(N(C)OC)c(C)c2nsnc12,1.62
CCc1c(N(C)CC)c(N(C)CC)c(CC)c2nsnc12,1.49
CCCOc1c(N(C)CC)c(N(C)C)c(C)c2nsnc12,1.5
CCN(C)c1c(N(C)C)c(C)c2nsnc2c1CC(C)C,1.35
CCCN(C)c1c(N(C)OC(C)C)c(C)c2nsnc2c1C,1.52
CON(C)c1c(N(C)C)c(C)c2nsnc2c1C(C)C,1.53
CCCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.43
CCN(C)c1c(N(C)OC)c(C)c2nsnc2c1OC,1.62
CCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.41
COc1c(N(C)C)c(N(C)C)c(OC)c2nsnc12,1.48
CCOc1c(N(C)C)c(N(C)CC)c(C)c2nsnc12,1.5
CON(C)c1c(N(C)C)c(C)c2nsnc2c1OC(C)C,1.56
CCOc1c(N(C)C)c(N(C)OC)c(OC)c2nsnc12,1.63
CCc1c(N(C)CC)c(N(CC)CC)c(C)c2nsnc12,1.35
CCN(C)c1c(N(CC)CC)c(C)c2nsnc2c1OC,1.56
CCOc1c(N(C)CC)c(N(C)CC)c(C)c2nsnc12,1.45
CCN(C)c1c(N(CC)OC)c(OC)c2nsnc2c1C,1.62
CCc1c(N(C)C)c(N(C)OC)c(C)c2nsnc12,1.56
CCOc1c(N(C)OC)c(N(C)C)c(CC)c2nsnc12,1.56
CCN(C)c1c(N(C)OC)c(C(C)C)c2nsnc2c1C,1.54
COc1c(N(C)C)c(N(C)C(C)C)c(OC)c2nsnc12,1.47
CCN(C)c1c(N(C)C)c(C(C)C)c2nsnc2c1C,1.47
CCN(C)c1c(N(C)CC)c(C(C)C)c2nsnc2c1C,1.38
CCN(C)c1c(N(C)C)c(CC(C)C)c2nsnc2c1OC,1.54
CON(C)c1c(N(C)C)c(OC(C)C)c2nsnc2c1C,1.52
CCON(C)c1c(N(C)OC)c(C)c2nsnc2c1OC,1.61
CCCCOc1c(N(C)C)c(N(C)CC)c(C)c2nsnc12,1.42
CCCCc1c(N(C)C)c(N(C)OC)c(C)c2nsnc12,1.55
CON(C)c1c(N(C)C)c(C(C)C)c2nsnc2c1C,1.45
CCc1c(N(C)CC)c(N(C)C)c(OC)c2nsnc12,1.57
CCCCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.48
CON(C)c1c(N(C)CC(C)C)c(C)c2nsnc2c1C,1.57
CCC(C)N(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.59
Cc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.35
CCON(C)c1c(N(C)C)c(CC)c2nsnc2c1CC,1.52
CCCN(CC)c1c(N(CC)OC)c(C)c2nsnc2c1C,1.51
CCc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.52
CCc1c(N(C)CC(C)C)c(N(C)C)c(OC)c2nsnc12,1.57
CCOc1c(N(CC)CC)c(N(C)CC)c(C)c2nsnc12,1.42
CCCc1c(N(C)OC)c(N(C)C)c(C)c2nsnc12,1.54
CCN(C)c1c(N(C)C)c(C)c2nsnc2c1OC(C)C,1.47
COc1c(N(C)OC)c(N(C)OC)c(OC)c2nsnc12,1.8
CCc1c(N(C)CC)c(N(C)CC)c(C(C)C)c2nsnc12,1.46
CCC(C)c1c(N(C)OC)c(N(C)CC)c(C)c2nsnc12,1.45
CCc1c(N(C)CC)c(N(C)CC)c(OC)c2nsnc12,1.57
CCOc1c(N(C)OC)c(N(C)OC)c(C)c2nsnc12,1.69
COc1c(N(C)OC)c(N(C)C)c(C)c2nsnc12,1.56
CCON(CC)c1c(N(C)CC)c(C)c2nsnc2c1C,1.55
CCC(C)ON(C)c1c(N(C)C)c(C)c2nsnc2c1C,1.44
CCOc1c(N(C)OC)c(N(C)C)c(OC)c2nsnc12,1.61
CCCCN(C)c1c(N(C)C)c(OCC)c2nsnc2c1C,1.48
CCON(C)c1c(N(C)C(C)C)c(C)c2nsnc2c1CC,1.51
CCN(C)c1c(N(C)CC(C)C)c(C)c2nsnc2c1C,1.36
CCCON(C)c1c(N(C)CC)c(C)c2nsnc2c1C,1.45
CCON(C)c1c(N(C)OC)c(OC)c2nsnc2c1C,1.72
CCOc1c(N(C)OCC)c(N(C)C)c(C)c2nsnc12,1.59
CCCCc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.5
CCCOc1c(N(C)C)c(N(C)C)c(OC)c2nsnc12,1.47
COc1c(N(C)C(C)C)c(N(C)C)c(C)c2nsnc12,1.53
CCc1c(N(C)CC)c(N(C)CC)c(C)c2nsnc12,1.41
CCc1c(N(C)C)c(N(C)C(C)C)c(OC)c2nsnc12,1.55
Cc1c(N(C)C)c(N(C)C)c(OC(C)C)c2nsnc12,1.36
COc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.42
CCN(C)c1c(N(CC)CC)c(OC)c2nsnc2c1C,1.39
CCC(C)N(C)c1c(N(C)CC)c(C)c2nsnc2c1OC,1.45
COc1c(N(C)OC(C)C)c(N(C)C)c(C)c2nsnc12,1.58
CCCON(C)c1c(N(C)C)c(C)c2nsnc2c1OC,1.62
CCON(C)c1c(N(C)C(C)C)c(C)c2nsnc2c1C,1.57
CCON(CC)c1c(N(C)CC)c(CC)c2nsnc2c1C,1.54
CCON(CC)c1c(N(C)CC)c(C)c2nsnc2c1CC,1.53
CCCc1c(N(C)C)c(N(C)C)c(OC)c2nsnc12,1.57
Cc1c(N(C)C)c(N(C)OC(C)C)c(C)c2nsnc12,1.55
CCCc1c(N(C)C)c(N(C)C)c(C)c2nsnc12,1.51
CCOc1c(N(C)C(C)C)c(N(C)C)c(C)c2nsnc12,1.4
CCCON(C)c1c(N(C)C(C)C)c(C)c2nsnc2c1C,1.41
CCN(C)c1c(N(C)C)c(C)c2nsnc2c1C,1.38
CCCON(C)c1c(N(C)OC)c(C)c2nsnc2c1C,1.62
CCCCON(C)c1c(N(C)C)c(C)c2nsnc2c1C,1.57
CCc1c(N(C)CC)c(N(C)C(C)C)c(C)c2nsnc12,1.5
CCOc1c(N(C)C)c(N(C)OC)c(C)c2nsnc12,1.62
CCN(C)c1c(N(C)C)c(OC(C)C)c2nsnc2c1C,1.5
CCc1c(N(CC)C(C)C)c(N(C)CC)c(C)c2nsnc12,1.48
CCc1c(N(C)C)c(N(C)CC)c(C)c2nsnc12,1.43
CCc1c(N(C)OC(C)C)c(N(C)C)c(C)c2nsnc12,1.54
CCN(OC)c1c(N(CC)OC)c(C)c2nsnc2c1C,1.59
CON(C)c1c(N(C)C)c(C)c2nsnc2c1CC(C)C,1.42
CCc1c(N(C)CC)c(N(CC)OC)c(CC)c2nsnc12,1.45
CCON(CC)c1c(N(CC)CC)c(C)c2nsnc2c1C,1.4
CCCN1CCN(C)c2c1c(OCC)c1nsnc1c2C,1.44
CCC(C)Oc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.22
CC(C)N(C)CCN1CCN(C)c2cc3nsnc3cc21,1.1
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CCN2CC,1.45
CCCN1CCN(C(C)C)c2c1cc1nsnc1c2OC,1.32
CCCCOc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.38
CCC(C)N(CC)c1c2c(cc3nsnc13)N(C)CCN2C,1.01
Cc1c2c(c(C(C)C)c3nsnc13)N(C)CCN2CC(C)C,1.21
CCN1CCN(CCOC(C)C)c2cc3nsnc3cc21,1.15
CCCN1CCN(C)c2c1cc1nsnc1c2OCC(C)C,1.4
CCc1c2c(cc3nsnc13)N(CCOC)CCN2C,1.37
CCCN1CCN(C)c2c1c(C)c1nsnc1c2OC(C)C,1.18
CCCN1CCN(C)c2c1c(CC)c1nsnc1c2C,1.42
CCN1CCN(C(C)C)c2c1c(C)c1nsnc1c2C,1.24
CCc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2CC,1.22
CCN1CCN(C)c2c1cc1nsnc1c2CC(C)C,1.24
COCCN1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.29
CCCc1c2c(cc3nsnc13)N(CCOC)CCN2CC,1.25
CCCCc1c2c(cc3nsnc13)N(C)CCN2CCCC,1.14
CCN1CCN(CC)c2c1c(OC)c1nsnc1c2OC,1.38
CCc1c2c(c(CC)c3nsnc13)N(C)CCN2C,1.32
CCCOc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.43
CCN1CCN(CC)c2c1cc1nsnc1c2CCN(C)C,1.23
CCN1CCN(CCOCC(C)C)c2cc3nsnc3cc21,1.16
CCCN(C)c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.3
CCOc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)CC,1.45
CCN1CCN(C)c2cc3nsnc3c(/[N+](CC)=C(\C)[O-])c21,1.37
CCN1CCN(CCOC)c2cc3nsnc3c(N(C)C)c21,1.15
CCN(c1c2c(cc3nsnc13)N(C)CCN2C)C(C)C,1.24
CCc1c2c(c(C)c3nsnc13)N(C(C)CC)CCN2CC,1.19
CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(OC)c21,1.33
COCCN1CCN(CC(C)C)c2c1cc1nsnc1c2C,1.25
CCOCCN1CCN(C)c2c1cc1nsnc1c2OC,1.25
CCCN1CCN(C)c2c1cc1nsnc1c2CC(C)C,1.26
CCCCOCCN1CCN(C)c2c1cc1nsnc1c2C,1.27
CCOc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,1.55
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC(C)C)CCN2C,1.37
CCCOc1c2c(cc3nsnc13)N(CCC)CCN2CC,1.32
CCCc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.37
CCc1c2c(cc3nsnc13)N(CC(C)C)CCN2CC,1.1
CCOCCc1c2c(cc3nsnc13)N(C)CCN2CC,1.15
CCCc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.14
CC(C)N1CCN(C(C)C)c2c1cc1nsnc1c2N(C)C,1.19
CCc1c2c(cc3nsnc13)N(C(C)CC)CCN2CC,1.16
CCN(C)c1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.28
CCCN1CCN(C)c2c1c(OC)c1nsnc1c2C,1.47
CCN1CCN(C(C)C)c2cc3nsnc3c(OC(C)C)c21,1.29
CCC(C)N1CCN(C(C)C)c2c1c(C)c1nsnc1c2C,1.3
CCCc1c2c(c(OCC)c3nsnc13)N(C)CCN2CC,1.29
CCCc1c2c(c(C)c3nsnc13)N(CC)CCN2CC,1.33
CCN1CCN(C)c2c1cc1nsnc1c2OC(C)C,1.31
CCCc1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.28
CCN1CCN(CC)c2c1cc1nsnc1c2CCOC,1.23
CCCN1CCN(C)c2c1c(N(C)C)c1nsnc1c2OC,1.18
CCc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)CC,1.24
CCCN1CCN(C)c2cc3nsnc3c(N(C)CC)c21,1.17
CCN1CCN(CCOC)c2cc3nsnc3c(OC)c21,1.36
CCCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.34
Cc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)N(C)CCN2C,1.6
CCc1c2c(c(CC(C)C)c3nsnc13)N(CC)CCN2C,1.27
CCN1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.2
CCC(C)N1CCN(C(C)CC)c2c1cc1nsnc1c2C,1.17
CCC(C)N1CCN(C)c2c1cc1nsnc1c2OC,1.33
CC(C)/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CCN2C,1.48
COCCN1CCN(C)c2cc3nsnc3c(OC)c21,1.29
CCN1CCN(C)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.45
CCCN(c1c2c(cc3nsnc13)N(C)CCN2C)C(C)C,1.06
CC(C)Cc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.0
CCCc1c2c(c(C)c3nsnc13)N(CCC)CCN2C,1.38
CCCN1CCN(C)c2c1c(C(C)CC)c1nsnc1c2C,1.23
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CCN2C,1.48
CCC(C)OCCN1CCN(CC)c2cc3nsnc3cc21,1.24
CCN1CCN(C(C)C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.33
CCC(C)N1CCN(CC)c2c1c(OC)c1nsnc1c2C,1.61
CCc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.29
CCOc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.36
CCc1c2c(cc3nsnc13)N(C)CCN2C,1.29
CCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.21
CCCCOc1c2c(cc3nsnc13)N(CC)CCN2CC,1.28
CCCN(C)CCN1CCN(CC)c2cc3nsnc3cc21,1.2
CC(C)C(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.3
COCCN1CCN(C)c2cc3nsnc3c(CC(C)C)c21,1.11
CCCOCCc1c2c(cc3nsnc13)N(C)CCN2CC,1.33
CCCOc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,1.27
CCCc1c2c(c(C)c3nsnc13)N(C)CCN2CC(C)C,1.31
CCCN1CCN(CCC)c2c1c(C)c1nsnc1c2OC,1.35
CCCc1c2c(c(C)c3nsnc13)N(C(C)CC)CCN2C,1.02
CCCN1CCN(CCC)c2c1cc1nsnc1c2OCC,1.31
CCN1CCN(C(C)C)c2cc3nsnc3c(N(C)C)c21,1.17
CCCCc1c2c(cc3nsnc13)N(CCC)CCN2C,1.28
CCC(C)N1CCN(C(C)C)c2c1cc1nsnc1c2OC,1.5
CC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.41
CCCN1CCN(C)c2c1cc1nsnc1c2OCC,1.13
CCCOCCN1CCN(C)c2cc3nsnc3c(C)c21,1.3
CCN1CCN(CCOC)c2c1c(C)c1nsnc1c2C,1.3
CCc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.35
Cc1c2c(c(OC(C)C)c3nsnc13)N(C(C)C)CCN2C,1.03
CC(C)Cc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.21
CCN1CCN(CC(C)C)c2c1c(OC)c1nsnc1c2C,1.33
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2CCOC,1.39
CCCCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.17
CCCCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.26
CCc1c2c(c(OC)c3nsnc13)N(CC(C)C)CCN2C,1.39
CCC(C)Oc1c2c(cc3nsnc13)N(CC)CCN2C,1.27
CCc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.28
CCN1CCN(C)c2cc3nsnc3cc21,1.16
CC(C)OCCc1c2c(cc3nsnc13)N(C)CCN2C,1.5
Cc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C(C)C,1.31
CCCN1CCN(C)c2cc3nsnc3c(OC)c21,1.28
CCCN1CCN(CC)c2c1c(C)c1nsnc1c2CC,1.41
CCCN(CCC)c1c2c(cc3nsnc13)N(C)CCN2C,1.32
CC(C)CN1CCN(C)c2c1cc1nsnc1c2OC(C)C,1.12
CCCC(=O)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.46
CCN1CCN(C)c2c1c(C)c1nsnc1c2/[N+](C)=C(\C)[O-],1.49
CCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2C(C)C,1.27
CCN1CCN(CC(C)C)c2cc3nsnc3cc21,1.23
CCCCc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.2
CCCN(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.41
CCN(C)c1c2c(cc3nsnc13)N(CCOC)CCN2C,1.1
CCc1c2c(c(CC)c3nsnc13)N(CC)CCN2CC,1.25
CCCN1CCN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.5
CCCN1CCN(C(C)CC)c2cc3nsnc3c(C)c21,1.32
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CCN2CC,1.55
CCC(C)N1CCN(C)c2cc3nsnc3c(OC)c21,1.15
CCC(C)c1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,1.32
CCCN1CCN(C)c2c1c(OCC)c1nsnc1c2CC,1.49
CCN1CCN(C)c2cc3nsnc3c(N(C)CCOC)c21,1.23
CN(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.25
CCCCOCCN1CCN(C)c2cc3nsnc3c(C)c21,1.15
CCOc1c2c(c(C(C)CC)c3nsnc13)N(C)CCN2C,1.45
CCc1c2c(c(C)c3nsnc13)N(CC)CCN2C(C)CC,1.24
CCN1CCN(CCN(C)C)c2c1cc1nsnc1c2C,1.24
CCc1c2c(c(OC)c3nsnc13)N(CC)CCN2C,1.34
CCCN(C)c1c2c(cc3nsnc13)N(C)CCN2CC,1.1
Cc1c2c(c(OCC(C)C)c3nsnc13)N(C)CCN2C,1.44
CCCN1CCN(C(C)CC)c2cc3nsnc3c(OC)c21,1.35
CCCc1c2c(cc3nsnc13)N(C(C)CC)CCN2CC,1.18
CCC(C)Oc1c2c(cc3nsnc13)N(C)CCN2C,1.32
CC(C)COc1c2c(cc3nsnc13)N(C)CCN2C,1.34
CCc1c2c(c(C)c3nsnc13)N(CC)CCN2CC,1.32
CCOc1c2c(c(C)c3nsnc13)N(CC)CCN2C(C)C,1.32
CCC(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.35
CCN1CCN(CC(C)C)c2c1c(C)c1nsnc1c2OC,1.3
CCN1CCN(C(C)C)c2cc3nsnc3cc21,1.06
CCCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.47
CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2CC,1.28
CCCCc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,1.0
CCCCOc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.42
CCCN1CCN(CC)c2cc3nsnc3c(CC)c21,1.29
CCCN1CCN(CCOC)c2c1cc1nsnc1c2C,1.25
CCCOCCc1c2c(cc3nsnc13)N(CC)CCN2C,1.37
CCCOc1c2c(c(C)c3nsnc13)N(C)CCN2CC,1.32
CCN1CCN(C(C)C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.3
CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2OC,1.32
CCC(C)c1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.17
CCOc1c2c(c(CC)c3nsnc13)N(C(C)C)CCN2C,1.32
CCCN1CCN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])CC,1.46
CCCN1CCN(C)c2c1c(C)c1nsnc1c2C,1.44
COCCN1CCN(C)c2c1cc1nsnc1c2N(C)C,1.26
COCCc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,1.3
CCCCc1c2c(cc3nsnc13)N(CC)CCN2CCC,1.1
CCN1CCN(C)c2c1c(C)c1nsnc1c2CC(C)C,1.22
CCOc1c2c(cc3nsnc13)N(CCOC)CCN2C,1.35
CCN1CCN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.39
CCCN1CCN(CC)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.35
CCCN(CC)c1c2c(cc3nsnc13)N(C)CCN2CC,1.21
COc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.16
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.51
CCCN1CCN(C)c2cc3nsnc3c(CCOC)c21,1.2
CC(C)COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.28
CCc1c2c(c(OCC(C)C)c3nsnc13)N(C)CCN2C,1.42
CCCN1CCN(C)c2c1c(/[NH+]=C(\C)[O-])c1nsnc1c2C,1.44
CCCCc1c2c(c(CCC)c3nsnc13)N(C)CCN2C,1.34
CCOc1c2c(cc3nsnc13)N(C)CCN2CCOC,1.34
CCCN1CCN(CC)c2cc3nsnc3c(CC(C)C)c21,1.18
CCCc1c2c(c(N(C)C)c3nsnc13)N(C)CCN2C,1.39
CC(C)N1CCN(CCN(C)C)c2cc3nsnc3cc21,1.18
CCCN1CCN(C)c2c1cc1nsnc1c2CC,1.21
Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CCN2C(C)C,1.32
CCCc1c2c(c(OC)c3nsnc13)N(C(C)C)CCN2C,1.22
CCN1CCN(C)c2c1c(OC)c1nsnc1c2N(C)C,1.31
CCN(CC)CCN1CCN(C)c2cc3nsnc3cc21,1.17
CCCN1CCN(C)c2c1c(OC)c1nsnc1c2C(C)C,1.24
CCCc1c2c(cc3nsnc13)N(C(C)C)CCN2CCC,1.14
CCCN1CCN(CC)c2cc3nsnc3cc21,1.23
Cc1c2c(c(OC(C)C)c3nsnc13)N(C)CCN2C(C)C,1.3
Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C(C)C,1.3
CCCN1CCN(C)c2cc3nsnc3c(CCOCC)c21,1.4
C/C([O-])=[NH+]\c1c2c(c(C(C)C)c3nsnc13)N(C)CCN2C,1.55
CCCOc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.3
