SMILES,ERed
CCCc1c2c(c(OCC)c3nsnc13)N(C)CN2C,1.17
CCN1CN(C)c2c1c(OC(C)C)c1nsnc1c2C,1.18
COc1c2c(cc3nsnc13)N(CC(C)C)CN2C(C)C,1.11
CCC(C)N1CN(C)c2cc3nsnc3c(OCC(C)C)c21,1.13
CCN1CN(CC)c2c1cc1nsnc1c2N(C)CC(C)C,1.07
CCc1c2c(c(C)c3nsnc13)N(C(C)CC)CN2C,1.06
CCCN1CN(C)c2c1cc1nsnc1c2C(C)C,1.15
CCCOC1N(CC)c2cc3nsnc3cc2N1CC(C)C,1.1
CCCCOC1N(CC)c2cc3nsnc3cc2N1CC,1.12
CCCOCCN1c2cc3nsnc3cc2N(C)C1OC,1.16
C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.19
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CN2CC(C)C,1.32
CCN1CN(C)c2c1c(OC)c1nsnc1c2OC(C)=O,1.34
CCc1c2c(c(OC(C)CC)c3nsnc13)N(CC)CN2C,1.11
CCN1CN(C(C)C)c2cc3nsnc3c(OC)c21,1.16
CCCCOc1c2c(cc3nsnc13)N(CCCC)CN2C,1.15
CCCN1c2cc3nsnc3cc2N(C)C1OC(C)CC,1.11
CCN1CN(CC(C)C)c2cc3nsnc3c(CC(C)C)c21,1.11
CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.23
CCCOc1c2c(c(C)c3nsnc13)N(C)CN2CC(C)C,1.22
Cc1c2c(cc3nsnc13)N(CCOCC(C)C)CN2C,1.13
CCOc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.16
CCOC1N(C)c2cc3nsnc3c(OC)c2N1C,1.19
CCCCOC1N(C)c2cc3nsnc3cc2N1CC,1.11
CCCN1CN(C)c2c1cc1nsnc1c2/[N+](C)=C(/[O-])CC,1.22
CCCN1c2cc3nsnc3cc2N(CCC)C1OCC,1.11
CCCCc1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.07
CCCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.07
CCCN1CN(CCOCC)c2cc3nsnc3cc21,1.08
CCCC(=O)Oc1c2c(cc3nsnc13)N(C)CN2CC,1.22
COC1N(C)c2cc3nsnc3cc2N1CC(C)C,1.11
CC(C)COC1N(C)c2cc3nsnc3cc2N1C,1.15
COc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.15
COCCN1CN(C)c2c1cc1nsnc1c2OC(C)C,1.18
CCN1c2cc3nsnc3c(C)c2N(CC)C1OCC(C)C,1.18
COCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.3
COCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,1.15
CCN1c2cc3nsnc3cc2N(CC)C1OC(C)C,1.09
CC/C([O-])=[NH+]\c1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.25
CCCN1CN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.24
CCCCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CN2C,1.28
COCCN1CN(C)c2cc3nsnc3c(C)c21,1.11
CCCCOc1c2c(cc3nsnc13)N(C)CN2CCCC,1.13
CCCN1CN(C)c2cc3nsnc3c(OCC)c21,1.16
CCC(C)Oc1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.1
CCOc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2C,1.17
CCN1c2cc3nsnc3c(C)c2N(C(C)C)C1OC,1.22
CCC(=O)Oc1c2c(cc3nsnc13)N(CC)CN2CC,1.29
CCOc1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.15
CCCN(CC)c1c2c(cc3nsnc13)N(C)CN2CC,1.11
CCCN1c2cc3nsnc3c(OC)c2N(C)C1OCC,1.17
CCC(C)c1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.19
CCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])C(C)C,1.2
CCN1CN(C(C)C)c2cc3nsnc3c(N(C)C(C)C)c21,1.06
CCCN1CN(C)c2c1c(CC(C)C)c1nsnc1c2OC,1.12
CCCN1CN(C)c2c1cc1nsnc1c2CC(C)C,1.14
CCN(CC)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.09
CCCCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.16
CCc1c2c(c(OC)c3nsnc13)N(C(C)C)CN2C,1.16
CCCN1c2cc3nsnc3cc2N(CCOC)C1OC,1.13
CCC(C)N1CN(CC)c2cc3nsnc3c(OC(C)C)c21,1.13
CCOCCN1CN(C)c2c1cc1nsnc1c2CC,1.16
CCN(C)CCN1CN(C)c2cc3nsnc3c(C)c21,1.18
CCCOc1c2c(cc3nsnc13)N(C)C(OC)N2C,1.19
CCCOC1N(CCC)c2cc3nsnc3cc2N1C(C)C,1.11
CCOc1c2c(c(OCC)c3nsnc13)N(CC)CN2C,1.25
CC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.25
CCc1c2c(c(OC)c3nsnc13)N(C(C)CC)CN2C,1.09
CCCN1c2cc3nsnc3cc2N(CC)C1OC(C)C,1.09
CCCN1CN(C)c2c1cc1nsnc1c2OC(C)C,1.15
CCCN1CN(C)c2cc3nsnc3c(/[NH+]=C(/[O-])CC)c21,1.23
CCCCOC1N(C)c2cc3nsnc3c(C)c2N1CC,1.25
COc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,1.14
CCN1c2c(cc3nsnc3c2C(C)C)N(C)C1OC(C)C,1.23
CCN1CN(C)c2c1c(C)c1nsnc1c2OC(C)=O,1.23
CCC(C)N(CC)c1c2c(cc3nsnc13)N(C)CN2C,1.09
CCCN1CN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.21
CCN1c2cc3nsnc3cc2N(C(C)C)C1OC(C)C,1.09
CCOc1c2c(cc3nsnc13)N(CCOC)CN2C,1.16
CCN1CN(CC)c2c1cc1nsnc1c2CCOC,1.05
CCN1CN(C)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.29
CCN1CN(CCOC)c2c1cc1nsnc1c2OC,1.16
CCCN1CN(CC)c2cc3nsnc3c(OC(C)C)c21,1.15
CCCN1CN(CC)c2c1cc1nsnc1c2CC,1.04
CCCN1CN(C(C)CC)c2c1cc1nsnc1c2C,1.03
CCc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.2
CCC(C)N1CN(C)c2c1c(C(C)C)c1nsnc1c2OC,1.22
CCC(C)c1c2c(cc3nsnc13)N(C(C)CC)CN2CC,1.1
CC(C)N(C)c1c2c(cc3nsnc13)N(C)CN2C,1.11
CCc1c2c(c(C)c3nsnc13)N(C)CN2C,1.12
CCCOC1N(C)c2c(cc3nsnc3c2OC)N1CC,1.24
CCCN(C)c1c2c(cc3nsnc13)N(CC)CN2CC,1.08
CCC(C)N1c2cc3nsnc3c(C)c2N(CC)C1OC,1.18
CCCCc1c2c(cc3nsnc13)N(C)C(OCC)N2C,1.11
CCOCCN1CN(C)c2c1cc1nsnc1c2OCC,1.18
CCCCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.07
CCCN1CN(CCOC)c2cc3nsnc3c(OC)c21,1.1
CCOCCN1CN(CC)c2c1cc1nsnc1c2C,1.14
CCN1c2c(cc3nsnc3c2C)N(C)C1OC(C)C,1.2
CCCN1CN(CC)c2c1c(OC)c1nsnc1c2OC,1.19
CCC(C)N1CN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.17
Cc1c2c(cc3nsnc13)N(C)C(OCC(C)C)N2C,1.24
COCCN1CN(C)c2c1cc1nsnc1c2CC(C)C,1.08
Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C(C)C,1.24
CCN1CN(C)c2c1c(C)c1nsnc1c2C(C)C,1.19
CCc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.22
Cc1c2c(cc3nsnc13)N(CCN(C)C)CN2C,1.12
CCN1c2c(cc3nsnc3c2OC(C)C)N(C)C1OC,1.15
CCCN1CN(C)c2c1c(CC)c1nsnc1c2C,1.08
CCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.13
CCCN1CN(C)c2c1c(/[NH+]=C(\C)[O-])c1nsnc1c2C,1.21
CCC(C)N1CN(C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.2
CCOc1c2c(c(C(C)CC)c3nsnc13)N(CC)CN2C,1.24
CCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.08
CCCN1c2cc3nsnc3c(CC)c2N(C)C1OC,1.2
CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.21
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.24
CCCOC1N(C)c2cc3nsnc3c(C)c2N1CC,1.25
CCCN1CN(CC)c2c1c(C)c1nsnc1c2CC,1.23
CCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2CC,1.26
CCN1CN(CC)c2c1cc1nsnc1c2OCC(C)C,1.1
CC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CN2C,1.27
CC(C)N1CN(C)c2c1cc1nsnc1c2N(C)C,1.08
CCC(C)N1c2cc3nsnc3cc2N(C(C)C)C1OC,1.28
CCCN1CN(CC)c2cc3nsnc3c(N(C)C)c21,1.02
CCCOC1N(C)c2cc3nsnc3cc2N1C(C)CC,1.14
CCC(C)c1c2c(c(OC)c3nsnc13)N(C)CN2CC,1.13
CCCOC1N(C)c2cc3nsnc3c(OCC)c2N1C,1.18
CCCCOC1N(CC)c2cc3nsnc3c(C)c2N1CC,1.22
CCCC(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,1.32
CCOC1N(C)c2cc3nsnc3c(CC)c2N1CC,1.2
CCOc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CN2C,1.32
COc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.2
CCCN1CN(CC(C)C)c2c1cc1nsnc1c2OCC,1.12
CCCCc1c2c(cc3nsnc13)N(C)CN2CCCC,1.15
CCN1CN(C(C)C)c2cc3nsnc3c(OC(C)C)c21,1.14
CCCN1CN(CC)c2cc3nsnc3c(C(C)CC)c21,1.09
CCN1CN(CC)c2c1c(C)c1nsnc1c2OC,1.2
CCC(C)N1CN(CC)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.18
CCCN1CN(C)c2c1cc1nsnc1c2N(C)C(C)C,0.98
CCCN1c2c(cc3nsnc3c2CC)N(C)C1OC,1.15
CCCN1CN(C)c2c1cc1nsnc1c2OCCOC,1.17
CCCOC1N(C)c2cc3nsnc3c(C)c2N1C(C)CC,1.08
CCN1CN(C(C)C)c2c1c(C)c1nsnc1c2OC,1.1
Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2C,1.1
CCCN1c2c(cc3nsnc3c2C)N(CC(C)C)C1OC,1.24
CCc1c2c(cc3nsnc13)N(CC)CN2CC(C)C,1.17
CCN(C)c1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.11
CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,1.02
CCCCc1c2c(cc3nsnc13)N(CC)CN2CC(C)C,1.03
CCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,1.2
CCOC1N(C)c2cc3nsnc3c(OC(C)=O)c2N1C,1.29
CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CCOC,1.03
COc1c2c(c(C(C)C)c3nsnc13)N(C(C)C)CN2C,1.23
CCc1c2c(cc3nsnc13)N(C(C)C)C(OC)N2C,1.2
CCN(C)c1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.06
CCCN1CN(C)c2cc3nsnc3c(OCC(C)C)c21,1.14
CCCCOc1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.14
CCOc1c2c(c(C)c3nsnc13)N(CC)CN2C,1.19
CCOc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.25
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.29
CCOCCOC1N(C)c2cc3nsnc3cc2N1C,1.17
CCOc1c2c(c(C)c3nsnc13)N(C)CN2CC,1.19
CCN1CN(CC)c2c1cc1nsnc1c2OCCOC,1.16
COc1c2c(cc3nsnc13)N(C)CN2C,1.21
CCc1c2c(c(OC)c3nsnc13)N(CC(C)C)CN2C,1.16
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.17
CCCc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.14
CCC(C)N1CN(C)c2cc3nsnc3cc21,1.1
CCN1CN(C(C)C)c2c1cc1nsnc1c2OC(C)=O,1.18
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.26
CCCOc1c2c(cc3nsnc13)N(CC)CN2CCC,1.2
CCCCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,1.13
CCCCOCCN1CN(C)c2cc3nsnc3c(C)c21,1.14
CC(C)CN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.05
CCc1c2c(c(OC)c3nsnc13)N(C)CN2C(C)CC,1.09
CCc1c2c(cc3nsnc13)N(C(C)C)CN2CC(C)C,1.07
CCN1CN(C)c2cc3nsnc3c(N(CC)CCOC)c21,1.07
COCCN1CN(CCOC)c2c1cc1nsnc1c2C,1.16
CCc1c2c(cc3nsnc13)N(C)C(OCC(C)C)N2C,1.22
CCC(C)Oc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.25
CCN(CC(C)C)c1c2c(cc3nsnc13)N(C)CN2C,1.12
COc1c2c(c(OCC(C)C)c3nsnc13)N(C)CN2C,1.25
CCN(C)c1c2c(cc3nsnc13)N(C)CN2C,1.13
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(CC)CN2C,1.25
CCCCOc1c2c(c(C)c3nsnc13)N(CC)CN2C,1.14
CCCN1c2cc3nsnc3c(OC)c2N(CC)C1OC,1.18
CCCCc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.07
CC(C)Cc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.06
COCCN(C)c1c2c(cc3nsnc13)N(C)CN2C,1.14
CCOC1N(C)c2c(cc3nsnc3c2C)N1CC(C)C,1.22
CCC(C)N1c2cc3nsnc3c(OC)c2N(C)C1OC,1.15
CCc1c2c(c(C(C)CC)c3nsnc13)N(C)CN2CC,1.2
COC1N(CC(C)C)c2cc3nsnc3cc2N1C(C)C,1.1
CCN1CN(CC(C)C)c2c1c(C)c1nsnc1c2OC,1.22
CCCCOC1N(C)c2cc3nsnc3cc2N1CCC,1.11
CCOc1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.15
CCCOc1c2c(cc3nsnc13)N(CCC)CN2C(C)C,1.15
CCOc1c2c(cc3nsnc13)N(C(C)CC)CN2C(C)C,1.09
CC(C)CN1CN(C)c2c1cc1nsnc1c2OC(C)C,1.16
CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CN2CC,1.2
CCCN1CN(CCOCC)c2c1cc1nsnc1c2C,1.08
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.16
CCC(C)N1CN(C(C)CC)c2c1cc1nsnc1c2C,1.03
CCCN1c2cc3nsnc3c(CC)c2N(CC)C1OC,1.19
CCN1CN(C(C)C)c2c1cc1nsnc1c2N(C)C,1.02
CCCN1CN(C)c2c1c(C)c1nsnc1c2OC(C)=O,1.3
CCCOc1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.09
CC(C)OCCc1c2c(cc3nsnc13)N(C)CN2C,1.15
CCOc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.15
CCOc1c2c(cc3nsnc13)N(C)C(OC)N2CC,1.18
CCCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.18
CCN1CN(C(C)C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.19
CCN1CN(CC)c2c1c(OC)c1nsnc1c2OC,1.21
Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.11
CCOCCN1CN(C)c2c1cc1nsnc1c2C,1.13
CCCc1c2c(cc3nsnc13)N(CC)C(OC)N2C(C)C,1.15
CCN1CN(C(C)C)c2c1cc1nsnc1c2OC,1.15
CCCN1CN(C(C)C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.15
CCOc1c2c(cc3nsnc13)N(C)C(OCC)N2C,1.19
CCOC1N(C)c2cc3nsnc3c(OC)c2N1CC,1.27
CCC(=O)Oc1c2c(cc3nsnc13)N(CC)CN2C,1.27
C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.21
CCCN(CC(C)C)c1c2c(cc3nsnc13)N(C)CN2C,1.11
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)C(OC)N2C,1.28
Cc1c2c(c(CC(C)C)c3nsnc13)N(C(C)C)CN2C,1.07
CCC(C)Oc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.18
CCN1CN(C)c2c1c(C)c1nsnc1c2OCC(C)C,1.14
CCCc1c2c(cc3nsnc13)N(CC)CN2CCC,1.07
CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC(C)C,1.12
CCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,1.03
COC1N(C)c2cc3nsnc3c(CC(C)C)c2N1C,1.12
CCCN(C)c1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.09
Cc1c2c(c(C)c3nsnc13)N(C)CN2C,1.14
CC(C)Cc1c2c(cc3nsnc13)N(C)CN2C,1.13
CCCc1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.16
CCOC1N(C)c2cc3nsnc3c(CC)c2N1C,1.11
CCN1CN(CC)c2c1cc1nsnc1c2OC,1.1
CCCN(C)c1c2c(cc3nsnc13)N(CCC)CN2C,1.07
CCCc1c2c(c(C)c3nsnc13)N(CCC)CN2C,1.1
CCN(CCOC)CCN1CN(C)c2cc3nsnc3cc21,1.13
CCCN1CN(CC)c2cc3nsnc3c(OC)c21,1.14
CCCN1CN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.24
CCCN1CN(C)c2cc3nsnc3c(N(CC)C(C)C)c21,1.09
CCc1c2c(cc3nsnc13)N(C)C(OC)N2C(C)CC,1.17
CCc1c2c(cc3nsnc13)N(CC)C(OC)N2CC,1.09
CC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.23
CCC(C)N1c2cc3nsnc3cc2N(C(C)CC)C1OC,1.11
CCCCOc1c2c(cc3nsnc13)N(C)CN2CC,1.15
CCN1CN(C(C)C)c2c1cc1nsnc1c2OCC(C)C,1.14
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.21
CCN1CN(C)c2cc3nsnc3c(/[NH+]=C(/[O-])CC(C)C)c21,1.28
CCC(C)N1CN(CC)c2c1cc1nsnc1c2CCOC,1.06
CCCN1CN(C)c2c1c(OC)c1nsnc1c2C(C)C,1.14
CCOCCN1CN(CC(C)C)c2cc3nsnc3cc21,1.06
CCN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.08
CCCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])C(C)C,1.21
CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CN2C,1.33
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.24
CCN1CN(C(C)C)c2cc3nsnc3c(OC(C)=O)c21,1.17
CCCCc1c2c(c(OCCC)c3nsnc13)N(C)CN2C,1.16
CCCN(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.06
CCCN(C)CCN1CN(C)c2cc3nsnc3cc21,1.12
CCCCc1c2c(cc3nsnc13)N(CC)C(OC)N2C,1.2
COC1N(C)c2cc3nsnc3c(OC(C)C)c2N1C,1.17
CCOc1c2c(c(C(C)CC)c3nsnc13)N(C)CN2C,1.28
CCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,1.08
CCC(C)c1c2c(c(C)c3nsnc13)N(C)CN2C,1.21
COc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,1.33
CCOC1N(CC)c2cc3nsnc3cc2N1CC,1.11
Cc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.13
CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC(C)C,1.11
CCN(C)CCOc1c2c(cc3nsnc13)N(C)CN2CC,1.15
CC(C)CC(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,1.27
CC(C)OC1N(C)c2cc3nsnc3cc2N1C,1.17
CCCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,1.25
COCCN1CN(C)c2c1cc1nsnc1c2OC,1.22
Cc1c2c(c(C(C)C)c3nsnc13)N(C)CN2CC(C)C,1.09
C/C([O-])=[N+](\c1c2c(cc3nsnc13)N(C)CN2C)C(C)C,1.28
CCN1CN(CC)c2c1c(C)c1nsnc1c2CC(C)C,1.14
CCC(C)N1c2cc3nsnc3cc2N(CC(C)C)C1OC,1.27
CN(C)CCN1CN(C)c2cc3nsnc3cc21,1.15
CCOCCN1c2cc3nsnc3cc2N(C)C1OCC,1.15
CCCN1CN(C)c2cc3nsnc3c(OCCOC)c21,1.16
CCN1CN(C)c2c1c(OC)c1nsnc1c2C,1.2
CCCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(CC)CN2C,1.21
CCC(C)N1c2c(cc3nsnc3c2C)N(C(C)C)C1OC,1.22
CC(C)COC1N(C)c2cc3nsnc3cc2N1C(C)C,1.11
Cc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2CC(C)C,1.09
CCCOCCN1CN(C)c2cc3nsnc3c(C)c21,1.13
CCCc1c2c(c(OC)c3nsnc13)N(C)CN2CC,1.27
CCCN(C)c1c2c(cc3nsnc13)N(C)CN2CC,1.06
CCCc1c2c(c(OC)c3nsnc13)N(CC)CN2C,1.18
CCCN1CN(C)c2cc3nsnc3c(N(C)CC(C)C)c21,1.1
CCCN1CN(CC)c2cc3nsnc3c(CC)c21,1.04
CCCN1c2c(cc3nsnc3c2OCC)N(C)C1OC,1.16
CCCN1CN(C(C)CC)c2cc3nsnc3c(OC)c21,1.1
CCOC1N(CC(C)C)c2cc3nsnc3c(C)c2N1CC,1.19
CCCN1CN(C)c2c1cc1nsnc1c2N(C)C,1.08
CCc1c2c(c(OC(C)=O)c3nsnc13)N(C)CN2C,1.26
CCCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,1.16
CCOC1N(C)c2c(cc3nsnc3c2C(C)C)N1CC,1.19
CCCCOc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.25
COC1N(C)c2cc3nsnc3c(C)c2N1C,1.12
CCN(CCN1CN(C)c2cc3nsnc3cc21)C(C)C,1.1
CCOCCN1CN(C)c2cc3nsnc3cc21,1.17
CCN1CN(C)c2c1cc1nsnc1c2/[N+](=C(\C)[O-])C(C)C,1.22
CCN(C)c1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.03
CCC/[N+](=C(\[O-])CC)c1c2c(cc3nsnc13)N(C)CN2C,1.27
CN(C)CCOc1c2c(cc3nsnc13)N(C)CN2C,1.21
CCC(C)Oc1c2c(cc3nsnc13)N(CC)CN2CC,1.2
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.18
CCCC(=O)Oc1c2c(c(C)c3nsnc13)N(C)CN2C,1.28
CCC(C)N1CN(C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.21
COc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.26
CCCN1CN(C)c2cc3nsnc3c(OC)c21,1.15
CCC(C)N1CN(CC)c2c1c(C)c1nsnc1c2C,1.1
COc1c2c(c(CC(C)C)c3nsnc13)N(C)CN2C,1.17
CCCN1CN(C)c2c1cc1nsnc1c2/[N+](CC)=C(\C)[O-],1.15
CCOc1c2c(c(CC)c3nsnc13)N(CC)CN2CC,1.08
CCC(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C(C)C,1.14
CCN1CN(C)c2cc3nsnc3c(C(C)C)c21,1.09
CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(CC)CN2C,1.27
CCCN1CN(C)c2c1c(C(C)C)c1nsnc1c2C,1.2
CCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.23
CCOC1N(C)c2cc3nsnc3c(C(C)C)c2N1C,1.08
CCC(C)N1CN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.23
CCN(C)c1c2c(cc3nsnc13)N(C)CN2CCOC,1.12
CCCc1c2c(c(C)c3nsnc13)N(C)CN2CCC,1.12
COc1c2c(c(C)c3nsnc13)N(CC(C)C)CN2C,1.23
CCN1CN(CC(C)C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.2
CCOCCN1CN(CC)c2c1cc1nsnc1c2CC,1.03
CCCN(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.05
CCC(C)OC1N(CC)c2cc3nsnc3cc2N1CC,1.09
CCOCCOc1c2c(cc3nsnc13)N(CC)CN2C,1.17
CCN1c2cc3nsnc3c(C)c2N(C)C1OC(C)C,1.18
COc1c2c(c(C)c3nsnc13)N(C)CN2CC(C)C,1.15
COC1N(C)c2cc3nsnc3c(C)c2N1CC(C)C,1.18
CCCN1CN(CCC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.16
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.28
CCC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,1.1
CCCN1CN(CCC)c2c1cc1nsnc1c2CC,1.07
CCOC1N(C)c2cc3nsnc3c(C)c2N1C,1.12
COC1N(C)c2c(cc3nsnc3c2C(C)C)N1CC(C)C,1.12
CCCCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,1.12
CCCN1CN(CC(C)C)c2c1cc1nsnc1c2C,1.11
CCCCc1c2c(cc3nsnc13)N(CC)CN2CC,1.02
CCC(C)c1c2c(cc3nsnc13)N(C)CN2C,1.12
CC(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.25
CCN1CN(CC)c2c1cc1nsnc1c2OC(C)=O,1.24
CCN1CN(C)c2c1c(/[NH+]=C(/[O-])C(C)C)c1nsnc1c2C,1.22
CCCN1CN(CC)c2c1cc1nsnc1c2OCC,1.08
CCCCc1c2c(c(CC)c3nsnc13)N(C)CN2CC,1.18
CCCN1CN(C)c2c1cc1nsnc1c2OC(C)=O,1.3
CCCc1c2c(c(CC)c3nsnc13)N(C)CN2C,1.1
CCCOC1N(C)c2cc3nsnc3cc2N1C,1.15
CCC(C)Oc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.13
CCCN1c2cc3nsnc3cc2N(C)C1OCC,1.12
CCC(C)N(C)CCN1CN(C)c2cc3nsnc3cc21,1.09
CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.27
CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,1.1
COc1c2c(cc3nsnc13)N(C)C(OC)N2CC(C)C,1.18
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.22
CCCN1CN(C(C)C)c2cc3nsnc3c(CC)c21,1.03
CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,1.21
